"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe_S","E6","1000","0.9995","1","1","1","1","1","1","1"
"myframe_S","E7","10","0.2812","0.5318","0.726","0.8539","0.9319","0.9695","0.9967","0.9998"
"myframe_S","E7","15","0.2395","0.4617","0.6505","0.7887","0.8834","0.9436","0.9918","0.9996"
"myframe_S","E7","30","0.3169","0.5922","0.7967","0.913","0.9706","0.9912","0.9999","1"
"myframe_S","E7","45","0.3838","0.6831","0.8716","0.9583","0.9906","0.9984","1","1"
"myframe_S","E7","80","0.4983","0.8193","0.9572","0.9937","0.9989","0.9998","1","1"
"myframe_S","E7","130","0.5947","0.9109","0.9901","0.9994","1","1","1","1"
"myframe_S","E7","215","0.7187","0.9698","0.9992","0.9999","1","1","1","1"
"myframe_S","E7","360","0.8272","0.9939","0.9998","1","1","1","1","1"
"myframe_S","E7","600","0.9203","0.9997","1","1","1","1","1","1"
"myframe_S","E7","1000","0.9761","1","1","1","1","1","1","1"
"myframe_S","E8","10","0.1865","0.3633","0.5205","0.6593","0.7677","0.8479","0.9465","0.9873"
"myframe_S","E8","15","0.2347","0.4544","0.6364","0.7785","0.8772","0.9396","0.9914","0.9993"
"myframe_S","E8","30","0.236","0.4494","0.6393","0.7938","0.8943","0.9541","0.9934","0.9998"
"myframe_S","E8","45","0.2854","0.5426","0.7437","0.8795","0.9536","0.9864","0.9993","1"
"myframe_S","E8","80","0.3619","0.6597","0.856","0.9567","0.9908","0.9984","1","1"
"myframe_S","E8","130","0.4524","0.7832","0.94","0.9883","0.9988","1","1","1"
"myframe_S","E8","215","0.5683","0.8888","0.9852","0.9994","1","1","1","1"
"myframe_S","E8","360","0.6838","0.9548","0.9979","0.9999","1","1","1","1"
"myframe_S","E8","600","0.8115","0.9919","1","1","1","1","1","1"
"myframe_S","E8","1000","0.9094","0.9995","1","1","1","1","1","1"
