"dbh","biomass","grp"
48.52607584,1405.990909,"40-50"
28.13919148,289.6435787,"20-30"
29.55534952,452.2557856,"20-30"
38.00058999,520.7443219,"30-40"
49.25135634,1237.370341,"40-50"
46.5612419,1243.763367,"40-50"
22.40876944,332.2266785,"20-30"
32.90725772,520.6301086,"30-40"
25.892297,423.265334,"20-30"
43.07616376,829.4337196,"40-50"
44.46374834,1045.799405,"40-50"
43.46398988,1549.488195,"40-50"
65.42506154,2550.355923,"60-70"
42.51216976,1271.476726,"40-50"
54.68864587,1461.056141,"50-60"
60.65231393,2978.725101,"60-70"
49.25689275,1636.249957,"40-50"
38.48397435,997.0539354,"30-40"
53.2197926,2064.237784,"50-60"
77.46625835,2341.272758,"70-80"
75.78062886,3699.742045,"70-80"
36.43632792,718.03986,"30-40"
46.12122618,1342.938023,"40-50"
34.77832704,775.1742439,"30-40"
42.40839766,1210.394337,"40-50"
25.61854144,226.9810506,"20-30"
46.15294,898.4314855,"40-50"
25.06122878,318.6099467,"20-30"
49.67636413,1515.371052,"40-50"
57.49659651,2646.944763,"50-60"
29.77697486,572.6605871,"20-30"
53.17599193,1595.095058,"50-60"
39.88301847,763.5306703,"30-40"
28.57695201,481.405979,"20-30"
43.97346658,774.1041785,"40-50"
62.29088401,2672.453224,"60-70"
44.44743571,1252.018463,"40-50"
58.34172855,1658.038648,"50-60"
55.35468559,2046.470714,"50-60"
56.38775312,1717.288446,"50-60"
54.75014418,1084.197164,"50-60"
49.04477912,1108.880328,"40-50"
15.46243817,120.9173478,"10-20"
39.38029671,1108.670378,"30-40"
62.49260794,3051.080273,"60-70"
42.47516599,1365.478232,"40-50"
52.43398499,1960.025691,"50-60"
23.8244882,319.4067523,"20-30"
25.14572985,228.42394,"20-30"
48.75583143,1527.830192,"40-50"
67.89354536,2801.937835,"60-70"
46.47519546,915.9035037,"40-50"
45.97405071,1305.191518,"40-50"
31.38484914,501.8163239,"30-40"
34.6467188,925.7563469,"30-40"
33.61895305,674.9565237,"30-40"
39.85703762,811.2598932,"30-40"
45.83816017,1055.09711,"40-50"
24.17308258,299.1694001,"20-30"
35.10209329,919.1631283,"30-40"
47.26976026,1011.160941,"40-50"
76.40754873,4843.068405,"70-80"
58.00831774,2272.104252,"50-60"
35.53261662,983.4609482,"30-40"
20.67469125,145.6199205,"20-30"
35.07266188,760.4160963,"30-40"
34.42923557,549.950835,"30-40"
47.48891019,1402.393927,"40-50"
38.44168794,851.3299764,"30-40"
33.63184019,822.1346863,"30-40"
38.71735344,649.536592,"30-40"
53.40209568,1525.022319,"50-60"
61.70878116,1717.901393,"60-70"
47.00387561,1195.571605,"40-50"
48.93682519,1667.646322,"40-50"
47.12667826,1516.33873,"40-50"
39.06215873,997.3041122,"30-40"
38.34692452,602.6753915,"30-40"
45.706661,1198.055874,"40-50"
45.7687657,1442.317845,"40-50"
41.98106602,843.2727363,"40-50"
34.28690477,641.2995938,"30-40"
52.73472604,1325.68052,"50-60"
37.82196287,906.5398477,"30-40"
57.06873198,2215.714103,"50-60"
41.19408062,1138.726132,"40-50"
49.26771212,1489.766372,"40-50"
28.1862518,586.8314896,"20-30"
46.86959807,1272.310039,"40-50"
53.62167819,1430.93258,"50-60"
57.83705136,1196.302863,"50-60"
63.80269626,2560.303292,"60-70"
60.20513277,1670.160145,"60-70"
56.2717821,1867.034959,"50-60"
47.97868226,1522.613687,"40-50"
57.53023237,2199.09443,"50-60"
22.12489346,322.1041461,"20-30"
45.19667551,1291.677896,"40-50"
41.84041437,1299.42234,"40-50"
32.33080359,460.8246348,"30-40"
34.58122301,729.3579378,"30-40"
34.4626283,786.7778398,"30-40"
47.46000046,1683.525778,"40-50"
55.25888253,2565.854714,"50-60"
44.34139099,844.6790504,"40-50"
17.95122217,186.8601811,"10-20"
36.46342434,802.5383473,"30-40"
24.6092378,392.0832566,"20-30"
44.19940509,1345.373681,"40-50"
67.60720463,1933.488944,"60-70"
36.78124031,811.4488697,"30-40"
44.15129348,770.4711471,"40-50"
26.05668041,362.1700116,"20-30"
39.12788438,1086.172969,"30-40"
22.92230159,324.7296533,"20-30"
72.07860329,3386.302112,"70-80"
47.93949444,1425.602909,"40-50"
29.90595916,361.2307578,"20-30"
39.53059013,997.7608797,"30-40"
47.89244976,1694.365211,"40-50"
27.42075633,495.933866,"20-30"
44.14305944,1245.844863,"40-50"
44.23384476,1190.249485,"40-50"
43.66471744,1446.206294,"40-50"
85.46206895,3545.97011,"80-90"
63.73506101,1901.307138,"60-70"
54.53458217,2466.674651,"50-60"
56.05456996,1844.439917,"50-60"
38.38855664,604.4364582,"30-40"
55.21096958,1181.554953,"50-60"
49.79437888,1314.07859,"40-50"
44.10546491,1392.579637,"40-50"
55.4270585,2414.311889,"50-60"
44.04859741,1175.854091,"40-50"
34.69116293,700.2623243,"30-40"
46.10829061,1450.003841,"40-50"
28.80755818,303.7071628,"20-30"
47.45790068,1334.422435,"40-50"
47.28924358,1797.178497,"40-50"
29.99361045,350.0548633,"20-30"
52.39283288,1378.572181,"50-60"
29.01449396,565.05864,"20-30"
38.2524711,1001.641548,"30-40"
40.6319313,1065.050948,"40-50"
52.12457107,1063.101129,"50-60"
52.89580366,1972.003242,"50-60"
33.49639193,790.2833745,"30-40"
56.93785315,1806.502438,"50-60"
47.24118676,1273.818671,"40-50"
26.12245121,375.789252,"20-30"
52.96470247,1367.299481,"50-60"
55.40109182,2630.186306,"50-60"
25.7445956,354.1259101,"20-30"
64.27994277,2713.612728,"60-70"
84.22949639,4586.339383,"80-90"
51.42305394,944.3002876,"50-60"
43.45502238,1331.689041,"40-50"
23.34294305,176.4461158,"20-30"
46.63291645,1535.646237,"40-50"
26.09434688,414.4660621,"20-30"
39.32898908,559.2022102,"30-40"
35.92416023,879.3390767,"30-40"
51.45528101,1610.582641,"50-60"
33.59235883,717.9106354,"30-40"
74.20960102,3379.583399,"70-80"
39.17587128,789.8582482,"30-40"
23.43049602,256.7792879,"20-30"
29.8002437,559.5922757,"20-30"
17.47266115,141.4703623,"10-20"
56.91097265,2462.425781,"50-60"
53.68178613,1669.045864,"50-60"
47.85083544,1206.420457,"40-50"
39.13878674,820.3865964,"30-40"
59.59684122,1697.385196,"50-60"
36.87139438,749.5004917,"30-40"
31.68256945,733.6404489,"30-40"
40.60799592,817.3893762,"40-50"
55.21293918,1337.05882,"50-60"
13.3884399,83.52183853,"10-20"
40.71013833,1239.499607,"40-50"
60.24098163,2538.258274,"60-70"
41.96083604,1060.13586,"40-50"
34.31735398,836.9781016,"30-40"
39.39161284,770.0060708,"30-40"
32.06592377,559.5364491,"30-40"
