dbh,biomass
14.029,95.455
13.36,79.476
13.569,78.305
14.458,88.588
13.166,61.247
13.932,84.263
47.38,1362.4
13.147,71.77
14.27,102.72
41.733,1399.5
26.434,494.22
19.04,147.61
14.399,95.649
14.476,83.927
14.926,114.45
14.613,136.99
14.269,86.688
16.66,94.265
21.707,210.75
17.609,157.2
18.467,135.3
16.994,180.72
13.185,103.09
30.615,453.64
22.881,174.49
24.498,334.52
13.18,107.62
16.67,127.09
14.431,120.07
17.018,162.02
14.773,126.21
13.08,98.024
15.27,122.91
19.789,183.09
13.645,64.132
13.948,103.8
13.202,51.97
13.384,75.188
44.729,1029.5
14.982,116.34
19.641,236.93
13.095,84.656
18.112,163.27
13.716,98.18
19.502,198.82
27.158,256.64
16.592,116.18
22.665,297.21
18.437,165.69
13.427,98.356
13.149,71.611
14.606,99.681
24.915,290.75
13.332,85.916
13.589,97.668
16.823,116.24
14,80.729
15.087,101.93
14.316,100.39
13.583,86.425
13.47,81.648
13.125,69.13
13.187,55.661
16.199,118.22
13.441,90.6
13.481,89.154
17.455,139.79
18.462,165.12
13.836,91.148
14.477,85.678
20.994,210.95
37.349,787.68
16.533,170.96
13.481,81.499
15.276,88.593
13.09,59.648
13.763,97.649
38.582,1138.8
14.546,67.847
13.175,91.849
19.559,181.38
13.662,101.73
14.006,76.034
13.868,125.84
13.319,87.408
13.139,75.684
15.538,109.95
13.745,72.283
13.561,91.684
15.159,141.14
13.936,75.11
14.484,64.416
14.715,86.132
14.216,117.87
48.375,1608.8
14.905,107.92
15.966,98.192
14.267,118.35
14.693,104.87
30.974,341.04
15.075,119.97
13.938,62.894
47.988,863.22
13.097,48.925
13.449,107.95
13.705,77.578
13.005,65.598
13.528,101.74
13.935,113.39
36.603,834
13.363,86.85
13.446,57.242
19.498,253.93
13.491,91.418
15.478,141.36
13.179,88.048
14.834,90.628
14.051,85.832
15.592,124.77
13.404,86.709
15.527,74.296
13.382,111.11
13.185,55.49
13.613,68.674
13.379,53.787
13.794,73.6
18.658,119.14
13.524,84.49
20.309,154.05
14.716,107.67
30.77,469.8
17.66,102.9
13.695,76.755
42.512,1266.1
13.52,70.816
33.137,763.7
34.177,767.61
18.582,211.83
14.829,119.92
13.217,62.729
20.77,201.94
13.359,83.427
13.793,96.612
13.129,93.791
13.702,60.84
14.564,116.38
13.13,102.48
16.625,105.7
33.912,748.03
13.333,114.25
13.144,90.478
17.887,134.74
24.132,201.04
13.816,122.63
15.689,88.315
13.382,91.577
14.494,83.982
22.543,211.01
34.078,432.17
14.532,125.42
13.88,83.925
14.167,92.013
15.637,136.91
13.221,79.75
13.46,85.619
14.535,97.834
14.318,130.13
13.058,68.56
15.173,77.6
13.075,76.221
13.018,68.974
20.491,259.39
13.41,52.908
13.063,69.967
16.22,155.57
13.981,62.243
22.259,161.94
14.796,131.48
27.771,314.05
15.409,118.12
21.182,148.9
20.861,162.68
26.773,356.1
13.226,99.199
16.552,134.58
15.654,106.2
13.849,93.385
14.736,85.117
14.343,95.388
40.244,1126.2
15.112,76.683
13.32,100.07
27.014,285.18
19.639,180.24
66.675,2376.6
13.718,98.886
13.061,88.282
13.13,102.23
13.048,85.231
31.676,521.2
27.728,470.33
13.412,90.329
18.866,208.55
14.908,117.92
14.469,87.654
22.487,325.07
23.851,276.51
14.366,96.953
13.178,82.495
14.198,66.257
15.855,146.38
13.477,68.023
14.372,90.846
13.349,84.3
13.671,82.436
26.757,273.69
13.016,55.438
22.005,180.21
13.056,96.635
14.19,87.686
13.098,77.513
13.108,84.086
14.727,139.06
13.305,86.524
15.325,118.87
13.091,77.706
14.197,95.226
13.725,57.339
34.562,620.96
36.028,804.77
13.356,95.959
62.718,1947.2
13.911,81.561
17.626,168.74
13.127,70.586
13.035,67.031
65.189,2203
13.405,65.088
13.484,50.793
13.126,49.825
14.322,105.69
14.941,102.26
14.043,87.355
14.088,84.234
13.257,105.54
13.043,58.3
15.134,97.035
14.471,136.5
13.232,54.004
13.465,76.569
15.929,108.15
16.535,98.917
14.225,96.23
15.529,111.39
14.39,106.13
15.026,139.92
14.673,88.339
23.151,176.64
13.237,98.864
16.997,179.3
14.929,127.3
13.132,89.609
14.061,69.662
14.355,116.41
19.675,213.89
14.849,130.25
14.47,110.71
14.891,115.76
13.045,58.807
13.051,45.44
13.102,55.62
69.591,3222.8
13.357,48.874
13.172,69.194
13.531,78.234
13.16,101.76
13.948,109.54
13.06,73.762
15.24,102.74
14.795,143.57
13.145,110.17
13.683,52.411
13.103,74.707
17.975,187.36
13.647,71.631
17.058,136.44
13.3,50.812
14.151,81.551
14.893,129.69
13.795,71.954
13.054,88.736
13.026,85.643
13.451,97.511
23.956,355.72
23.203,293.94
14.77,138.31
14.531,97.243
19.063,189.34
14.197,61.5
13.162,82.434
17.223,142.81
31.585,446.69
14.028,112.62
13.402,58.858
16.67,153.79
15.622,111.7
13.416,79.721
13.637,84.393
13.414,105.46
13.183,94.008
14.015,69.269
23.175,173.31
13.522,62.285
13.663,88.436
13.19,67.998
18.778,177.17
13.035,63.145
25.451,376.87
13.255,70.578
23.872,287.65
13.953,86.249
49.224,1904.8
15.202,96.648
13.508,103.68
15.112,76.578
15.703,81.346
14.541,121.31
14.331,129.77
14.426,116.91
13.228,87.748
15.102,121.62
13.361,88.851
13.36,79.493
13.421,84.708
13.182,77.685
14.962,133.72
13.81,81.458
13.851,70.727
14.457,82.13
23.347,272.92
15.941,133.66
13.338,89.314
16.935,122.27
20.306,201.12
13.689,99.761
13.268,98.567
13.419,99.85
13.548,80.05
13.442,92.98
15.891,112.69
27.037,397.6
13.081,74.823
15.315,119.11
17.202,142.9
13.12,86.467
13.347,109.07
15.367,141.61
15.181,82.593
15.663,140.43
13.348,95.722
13.076,71.085
16.03,121.83
14.084,63.679
28.083,441.34
14.695,128.86
32.353,517.64
13.514,107.03
14.936,100.18
29.95,341.59
13.083,73.928
13.191,92.27
14.937,128.83
13.053,100.98
13.331,60.056
13.834,91.623
14.524,96.992
13.458,112.3
13.375,63.449
24.277,270.05
13.069,81.937
19.96,119.53
13.23,75.666
14.389,106.12
13.064,88.025
15.662,156.12
13.553,111.39
21.631,305.2
20.003,175
13.593,96.725
13.364,87.444
13.228,88.101
26.261,374.07
15.852,167.82
27.989,378.88
26.615,315.76
14.653,67.58
13.36,65.375
46.565,867.42
14.42,126.54
77.34,3721.2
31.679,729.07
13.359,107.91
13.349,95.962
14.223,96.673
18.104,148.07
14.695,103.39
14.502,86.095
14.319,109.27
13.628,70.731
13.276,75.277
43.028,1216.3
15.677,148.23
14.318,83.455
53.631,1998.6
16.346,134.6
13.14,53.542
16.791,136.92
23.475,197.13
21.599,278.41
17.008,108.25
17.229,166.74
13.422,112.98
20.15,178.09
19.408,183.63
13.012,76.116
13.124,83.642
13.13,87.342
14.053,66.032
13.206,112.62
18.173,212.73
14.495,86.096
15.617,159.47
17.576,179.84
13.119,50.246
17.969,155.43
13.904,95.717
17.28,104.78
13.026,77.434
14.741,77.337
13.595,83.432
25.827,323.71
15.949,99.706
14.049,128.64
31.45,493.71
13.646,103.89
13.851,108.56
13.602,104.03
34.064,516.23
17.936,140.46
13.169,74.427
13.986,68.131
13.179,74.809
15.178,97.06
34.412,617.41
13.125,91.263
13.362,94.99
14.373,95.711
13.445,80.422
13.019,51.654
14.687,121.2
13.444,86.879
44.062,1153.1
22.627,175.53
13.934,106.2
13.079,55.091
13.694,95.928
32.842,503.46
32.715,521.42
13.169,73.2
17.14,101.91
13.696,78.406
59.406,2074.4
13.027,75.388
15.913,104.63
23.739,397.56
13.116,88.967
13.489,90.582
47.481,1163.2
14.7,69.106
23.531,221.02
17.922,198.42
14.515,111.9
27.075,402.66
13.152,73.046
13.152,75.061
20.105,251.55
13.334,81.048
14.054,89.217
13.088,102.29
13.922,121.83
13.087,82.619
36.017,1002.6
14.882,108.63
27.599,405.59
14.631,77.95
13.043,92.126
15.887,98.262
14.492,109.33
30.581,554.78
15.176,124.4
14.17,87.188
13.415,52.854
13.34,69.352
16.659,109.03
13.312,66.635
27.808,364.95
13.427,60.693
15.731,100.34
17.018,131.26
17.273,199.95
14.358,83.117
13.04,99.596
13.008,74.882
13.308,97.322
14.945,78.468
13.1,82.017
19.784,125.4
15.991,141.39
13.298,89.407
13.106,48.648
14.379,67.687
14.576,108.59
14.828,73.705
70.544,3914.9
13.261,79.93
15.784,72.8
31.286,567.89
14.386,86.627
39.119,508.96
15.659,93.645
14.736,141.77
20.083,135.17
27.477,512.69
24.316,360.58
13.057,81.374
20.362,194.2
13.093,53.912
68.459,1942.2
13.424,70.911
40.065,958.69
13.15,58.849
13.429,89.277
13.574,107.38
13.019,59.21
15.883,134.51
16.521,129.19
30.352,480.47
13.127,89.065
13.143,70.552
21.253,251.5
15.053,143.08
13.094,58.546
13.407,62.858
13.305,111.67
17.561,192.19
17.713,170.1
13.087,71.688
24.735,397.26
13.413,75.76
34.789,710.38
21.629,211.62
18.067,121.01
17.331,109.55
15.702,140.1
15.111,127.81
21.764,183.71
21.562,290.65
16.963,134.07
30.241,555.89
29.065,400.43
25.717,350.46
13.525,56.147
13.542,50.069
13.798,95.61
80.107,5961.9
13.372,79.53
15.139,98.926
13.086,64.619
13.532,72.139
13.331,63.618
16.94,156.2
21.054,183.95
13.408,77.474
21.228,174.52
13.154,103.78
13.942,80.924
15.058,91.824
17.103,171.25
13.024,96.114
30.471,514.91
33.945,618.24
15.277,68.308
13.424,55.058
16.178,109.97
13.108,70.024
17.581,151.4
15.905,116.12
14.052,102.13
13.125,92.223
13.985,70.871
20.122,225.55
13.379,109.12
13.138,67.46
14.771,103.97
17.687,193.31
28.014,506.94
15.531,111.74
22.853,259.67
13.782,65.058
13.176,83.457
14.366,90.262
13.676,107.33
13.511,73.247
19.671,207.37
13.739,79.2
16.514,92.645
14.79,103.99
13.626,58.235
16.446,154.75
14.288,86.045
17.865,152.08
33.246,727.48
39.477,1006.4
13.054,75.884
16.809,130.29
13.863,82.239
17.615,119.54
13.14,101.24
14.983,100.18
13.378,99.639
13.965,85.067
14.015,84.459
13.041,72.165
28.391,352.63
22.581,251.05
13.025,77.519
16.77,136.72
13.55,90.94
14.521,133.83
13.076,99.289
18.028,195.25
13.231,92.206
17.14,106.36
14.544,101.74
18.615,214.67
14.351,91.341
13.794,80.448
13.661,58.972
13.336,73.549
17.834,203.61
17.099,109.08
14.067,81.22
14.261,69.25
14.505,79.682
13.09,82.308
15.055,93.783
19.581,162.85
16.335,122.82
39.331,1037.2
14.166,100.14
14.46,122.4
18.231,161.55
14.169,78.466
13.8,96.68
13.277,61.191
15.981,129.28
13.178,93.308
14.722,83.497
13.824,76.911
13.049,73.202
13.748,82.724
18.376,166.15
14.457,63.186
18.118,161.31
13.389,83.029
13.508,90.38
13.324,62.989
23.578,228.68
13.203,74.426
13.477,108.21
13.899,61.792
13.33,61.69
13.3,111.26
13.79,77.339
13.248,94.993
17.478,197.42
14.242,73.564
14.553,118.21
13.687,80.6
17.073,88.46
13.33,72.769
13.675,55.291
13.114,59.619
14.355,132.04
15.123,116.48
22.693,264.99
13.08,78.92
13.474,77.412
15.056,91.903
13.079,94.879
13.176,57.7
58.789,1322.3
18.051,182.35
16.496,104.06
15.424,131
26.356,508.18
13.021,77.223
26.691,502.87
16.606,177.42
13.24,86.954
13.429,54.685
32.039,578.82
26.189,442.45
17.06,134.06
26.994,341.94
13.171,77.374
13.023,109.36
16.906,193.2
15.127,105.35
13.046,72.702
13.566,86.076
18.644,198.37
22.123,246.16
15.599,67.128
13.493,69.874
13.811,100.23
15.144,79.241
13.057,75.472
19.181,166.83
13.049,65.016
13.166,99.134
13.259,77.067
14.123,107.82
17.397,176.66
14.483,78.54
13.07,68.558
13.741,70.289
19.5,128.55
13.384,64.62
13.371,114.27
16.15,92.951
14.331,63.513
17.282,132.63
13.031,102.55
24.455,281.23
15.566,128.04
13.434,84.634
13.105,66.166
15.142,83.352
14.404,118.12
13.947,59.076
13.04,96.885
13.229,59.079
35.515,771.11
54.132,2353.6
14.368,104.31
16.409,137.38
13.046,72.92
26.065,311.17
24.889,362
13.857,60.044
13.713,82.859
39.264,780.71
13.37,69.512
14.756,87.019
13.06,49.765
13.8,65.575
13.039,99.144
13.134,49.88
14.599,89.126
14.317,111.97
73.049,4383.6
14.946,70.971
14.107,82.162
13.47,52.594
19.818,151.69
15.586,104.14
27.63,380.55
20.004,195.57
13.159,109.76
13.196,56.755
32.793,822.74
17.754,150.17
13.405,97.696
13.163,56.827
15.187,144.57
13.09,61.14
13.537,53.288
48.296,939.34
13.202,101.9
13.305,62.948
13.417,66.227
45.554,1272.4
19.539,226.24
25.563,370.09
13.226,110.67
15.572,143.33
13.15,94.255
14.957,143.99
13.218,65.739
13.058,94.069
13.688,109.75
14.827,112.62
19.616,232.48
13.504,108.25
13.51,98.74
13.998,113.62
15.476,117.35
15.594,103.29
15.47,137.75
16.938,134
20.289,243.21
13.134,75.836
13.498,71.935
17.031,140.32
13.036,72.385
15.343,114.56
13.079,69.962
27.745,255.29
16.907,83.91
18.637,176.81
13.365,98.89
14.812,113.34
14.645,118.02
19.935,223.99
13.636,86.028
13.685,79.622
13.074,104.62
18.312,227.68
13.307,52.891
16.727,186.6
55.61,1903.3
13.115,79.276
15.984,103.25
23.524,267.44
26.438,446.89
26.746,408.62
13.035,68.641
13.375,115.41
43.093,1031
13.285,96.606
17.761,112.3
28.704,397.45
13.07,84.809
17.501,127.12
13.429,79.202
13.032,63.244
14.005,96.578
14.21,92.288
21.779,295.16
13.346,77
13.907,69.848
19.078,253.74
13.613,103.21
13.44,65.026
13.508,53.258
14.635,62.976
13.05,87.375
14.691,120.06
16.707,160.94
13.509,90.918
13.249,69.97
13.628,72.101
19.113,227.85
32.805,408.84
15.535,97.206
13.019,61.174
16.29,80.193
13.53,83.818
16.907,132.59
13.127,95.695
13.484,95.891
13.022,67.103
14.186,117.36
13.333,86.968
17.432,104.51
26.089,471.8
18.971,186.01
13.185,77.728
17.253,130.31
17.601,172.98
14.134,82.284
13.531,69.365
16.771,160.04
13.481,49.949
13.459,111.53
14.583,96.366
21.313,205.53
39.159,583.85
15.015,113.79
14.649,86.455
13.106,97.203
13.961,102.13
16.752,124.55
13.712,120.57
13.046,97.832
17.768,110.47
19.392,229.03
13.113,48.839
13.087,87.061
13.339,69.549
14.051,81.194
14.385,76.195
15.44,111.91
13.042,59.403
51.727,1748
17.424,185.5
17.18,147.84
13.296,70.939
15.714,96.832
17.212,173.44
13.592,61.382
13.388,109.53
15.794,86.932
13.424,106.01
13.242,95.681
15.177,96.135
13.286,55.131
13.243,86.516
24.325,338.8
13.166,78.946
17.29,189.56
13.266,82.012
13.234,84.08
28.129,397.13
14.468,80.204
14.335,93.401
14.502,133.78
13.724,64.127
14.146,78.863
13.861,78.118
32.306,512.69
14.393,102.71
16.136,124.49
17.13,149.53
13.058,82.113
13.313,106.32
13.507,104.23
20.368,204.78
14.502,128.51
13.485,101.99
13.834,104.02
13.568,72.74
13.028,98.188
14.84,64.94
27.603,419.36
14.155,100.92
13.107,66.164
13.011,103.6
18.694,172.67
13.057,106.88
18.959,144.07
43.782,990.18
15.732,140.87
14.864,95.834
13.007,91.857
24.145,329.92
13.688,98.666
14.409,122.57
13.018,70.81
13.399,87.358
15.811,102.36
21.043,197.08
44.583,1357.3
13.457,76.405
15.111,103.59
21.878,249.67
13.257,48.667
15.432,73.222
14.453,89.138
19.253,181.63
13.053,107.37
15.49,151.38
14.444,87.425
13.741,104.98
20.516,263.02
14.25,89.045
37.817,583.27
22.999,339.32
28.778,564.32
54.89,1072.2
16.388,151.32
25.829,267.26
13.351,81.972
14.908,123.62
14.374,118.62
14.8,100.84
13.09,81.948
17.093,153.94
13.344,84.68
13.674,114.19
13.124,85.929
17.428,167.38
16.613,118.39
13.375,93.165
14.36,95.65
13.159,86.472
18.542,158.58
26.127,439.81
13.827,67.623
13.065,93.296
13.877,120.72
13.404,68.523
13.075,84.928
13.49,73.306
17.284,158.99
13.548,96.761
14.082,94.817
13.858,100.32
14.956,112.26
14.429,71.746
13.151,69.251
43.594,699.48
13.166,62.605
14.215,77.823
13.893,103.61
19.792,239.82
14.831,92.552
13.23,52.298
13.539,80.128
16.539,138.84
13.405,62.65
17.021,139.24
21.143,178.93
13.08,76.786
14.449,88.632
15.113,88.855
16.075,165.3
45.233,1417.9
13.282,87.089
13.047,89.928
17.621,129.22
19.177,246.3
13.438,58.276
13.178,106.46
15.284,71.594
30.254,675.72
13.924,97.989
13.056,83.202
15.136,97.862
13.349,63.284
13.546,74.39
17.565,171.22
16.549,176.45
13.634,77.186
15.655,146.82
13.347,64.826
13.563,69.437
13.426,83.039
18.066,171.06
14.46,90.829
18.548,173.18
18.816,175.66
13.391,86.983
19.135,146.24
16,151.69
14.035,104.72
15.317,124.06
13.112,56.528
26.471,359.33
13.874,99.36
14.009,89.252
29.167,533.27
60.083,2545.6
13.854,93.035
18.827,142.18
13.255,59.455
13.607,101.51
17.101,123.81
13.258,80.423
13.762,59.58
16.404,114.4
13.263,76.12
14.153,60.445
17.167,140.84
25.335,400.35
14.19,85.656
13.088,84.829
37.616,979.9
22.915,244.37
15.275,76.387
13.39,85.094
14.206,90.014
13.087,50.145
35.672,753.07
14.174,114.88
13.048,70.615
13.329,71.612
13.482,92.78
13.43,48.015
13.205,79.52
15.714,165.44
14.426,123.44
33.821,473.92
13.031,84.41
19.798,184.3
13.6,78.345
17.127,182.38
17.797,194.7
46.498,1029.5
14.229,100.44
20.782,271.64
46.518,1218.9
13.106,75.413
13.556,106.81
19.08,179.77
13.116,94.338
15.074,85.64
13.251,68.317
13.052,104.51
13.387,71.327
28.541,503.8
13.685,66.239
15.186,99.357
13.501,86.473
13.293,71.041
17.102,119.03
21.701,151.77
13.61,85.404
17.524,155.38
13.635,65.814
13.34,87.255
15.526,118.48
13.187,55.098
26.343,443.11
13.011,108.19
13.442,61.232
13.783,71.867
13.756,77.342
13.321,114.91
16.041,89.182
13.462,68.612
13.55,114.58
15.712,71.511
15.681,133.45
13.101,71.724
14.323,80.031
13.078,52.555
13.057,102.64
15.423,133.29
19.806,166.29
24.203,409.74
14.208,83.335
14.016,76.886
32.475,612.34
13.248,69.019
16.068,145.38
13.782,64.409
13.099,54.035
26.544,255.64
13.427,102.18
13.836,72.408
13.243,89.088
47.74,889.3
13.707,102.66
16.558,158.28
13.484,80.091
13.028,93.644
28.171,549.82
13.222,54.272
18.335,157.18
13.224,62.377
19.417,181.87
15.292,93.03
14.045,67.464
40.287,1101.7
13.394,87.09
40.17,661.45
14.587,98.657
19.248,227.75
13.592,104.32
20.483,249.24
17.68,189.38
53.184,1461.3
13.432,79.466
26.956,330.37
17.961,160.07
14.456,120.74
13.984,118.37
13.091,72.289
35.039,924.38
14.714,141.93
32.651,631.06
13.063,85.595
24.18,320.39
31.827,522.26
13.235,57.374
13.918,61.194
13.016,99.025
13.157,60.06
13.599,102.25
13.19,63.904
18.061,182.15
13.213,73.992
13.059,80.581
17.941,143.01
22.519,157.68
13.137,57.3
13.62,73.436
13.471,70.087
13.372,72.186
20.07,198.48
13.279,83.547
33.669,749.21
16.189,134.89
13.238,64.575
46.58,1420.3
23.193,311.28
13.659,61.333
15.379,127.1
15.611,97.432
13.553,62.6
16.063,127.33
13.063,87.048
13.728,71.934
13.3,74.151
13.016,80.406
13.844,84.506
15.675,116.88
32.92,642.32
13.019,79.504
13.343,69.141
14.036,86.939
45.789,1069.2
13.19,107.24
31.926,497.06
15.63,163.32
13.9,112.88
14.534,80.682
33.299,844.16
14.074,60.249
13.592,57.605
36.149,557.67
13.098,65.792
17.401,170.55
18.018,139.59
18.588,164.32
35.238,700.84
27.882,426.15
14.986,102.86
32.235,666.61
13.076,70.535
14.378,61.697
13.051,95.736
18.038,106.83
14.916,122.81
14.229,87.846
13.542,68.814
15.809,102.37
29.474,586.49
13.354,72.72
13.131,58.803
13.48,75.767
17.479,123.48
17.768,138.78
29.908,346.45
14.012,96.872
13.041,49.951
15.785,83.891
13.512,72.1
14.089,75.482
15.746,123.29
13.357,61.447
17.48,87.889
14.375,81.344
14.825,84.488
13.131,85.117
17.542,105.85
16.041,83.933
15.08,70.244
14.144,92.442
16.586,106.8
15.189,138.69
18.96,180.04
29.929,465.2
30.187,540.66
13.048,96.528
16.069,145.19
16.044,162.93
13.177,65.857
19.049,201.22
13.795,66.208
20.288,221.75
21.026,252.89
19.941,146.03
13.158,63.122
21.032,290.95
19.458,192.23
15.057,91.501
13.375,89.029
15.212,112.55
19.37,130.77
15.612,93.538
16.956,141.31
23.85,324.62
15.743,94.012
16.56,120.3
13.195,89.28
13.091,83.409
13.143,73.329
18.382,222.54
13.13,76.192
16.109,100.1
13.806,107.66
13.299,66.657
34.209,805.63
13.309,79.665
19.563,187.42
15.068,134.19
13.086,74.181
13.463,69.649
13.046,92.292
13.682,98.268
13.02,106.76
13.553,78.579
28.931,480.79
13.221,52.365
14.615,103.71
13.073,75.272
13.113,97.079
13.576,81.009
14.801,72.584
14.742,102.07
20.09,234.62
14.907,88.026
13.737,96.015
13.66,78.007
25.186,312.09
13.12,62.168
49.479,1225.8
13.07,73.238
14.177,92.234
17.866,98.663
14.523,85.059
13.462,96.225
13.36,56.413
14.065,71.854
16.378,181.19
13.038,73.535
13.46,87.572
13.037,80.924
20.841,141.3
14.909,79.722
13.023,62.502
13.568,69.774
13.014,63.748
14.419,133.61
13.399,104.75
13.54,71.1
19.946,164.8
16.178,149.67
21.826,218.02
26.327,355.38
14.164,96.489
15.172,121.16
13.115,58.435
13.119,71.965
14.1,83.11
13.075,101.49
13.861,75.095
13.006,78.144
20.223,252.25
13.081,79.287
13.256,94.735
24.193,377.97
13.403,72.312
14.234,76.964
24.266,395.24
13.179,63.38
15.272,89.018
20.351,233.96
21.706,325.83
13.36,101.08
23.127,306.81
14.014,93.622
13.012,75.706
15.638,107.48
13.071,77.758
68.734,2200.5
13.281,71.269
18.109,161.3
13.219,73.058
14.591,111.95
16.816,178.66
16.693,120.56
16.131,123.07
14.598,61.355
13.081,86.161
13.302,69.087
17.109,115.48
13.096,57.398
25.621,328
16.32,137.8
17.66,156.59
13.393,73.287
13.02,100.81
25.955,325.65
13.157,77.092
13.308,95.547
73.102,4116.6
19.248,142.46
19.914,196.49
13.431,104.04
16.785,143.51
16.235,163.37
29.874,466.8
14.967,136.78
13.711,93.225
14.808,140.91
20.958,220.96
14.472,92.91
15.456,127.46
17.922,139.78
13.257,75.168
17.251,168.26
14.74,85.553
18.198,184.76
13.079,69.496
18.725,108.79
13.415,50.129
16.466,144.59
13.032,68.792
16.413,119.8
13.41,81.696
19.846,169.43
13.735,98.321
13.859,77.152
13.004,80.929
14.596,126.26
13.225,92.297
62.38,1486.6
14.582,83.976
15.696,119.42
17.128,159.84
13.047,91.112
13.024,64.567
13.788,66.898
13.855,95.736
29.429,619.48
15.45,146.99
21.436,220.88
14.029,88.057
22.476,328.39
14.021,114.31
13.195,85.796
13.121,107.28
13.062,76.26
15.331,88.441
15.983,122.57
13.312,90.176
17.223,202.55
13.129,48.697
13.324,66.576
19.961,245.05
13.009,56.325
13.91,126.41
16.927,180.88
14.669,86.761
13.694,58.551
13.145,94.824
14.62,103.66
19.372,186.28
37.508,741.13
15.778,138.71
14.442,116.82
15.497,89.411
15.704,88.99
13.034,59.924
14.254,56.816
23.825,388.97
13.936,81.251
14.337,70.626
18.78,136.04
14.539,115.05
13.725,64.858
15.509,93.58
15.703,130.97
15.524,90.455
18.336,187.57
15.448,75.977
36.108,827.14
14.715,88.895
13.392,56.552
13.474,69.103
13.851,111.36
14.419,98.271
13.091,73.557
14.939,96.675
13.166,65.471
23.835,370.74
13.012,70.99
14.21,76.414
23.882,270.36
13.344,84.483
31.019,699.44
13.53,92.494
16.361,107.06
15.041,95.36
57.493,2374.3
13.872,90.348
14.647,137.19
13.638,97.973
21.197,236.19
14.348,88.895
15.236,131.5
14.454,60.108
13.018,78.314
14.869,122.79
13.438,111.72
16.274,163.28
18.524,198.5
18.427,126.16
13.379,72.842
17.489,191.77
17.057,123.73
13.08,89.005
13.057,81.133
13.342,115.39
16.7,144.69
13.125,98.5
20.556,261.64
13.425,85.505
15.505,81.431
13.48,50.564
13.968,120.49
13.163,77.35
31.683,457.35
18.909,211.04
19.877,147.84
13.21,67.914
13.453,99.082
17.495,149.91
34.994,628.89
20.156,136.02
14.819,81.002
16.959,110.07
13.468,101.25
14.366,102.7
14.858,99.642
13.426,100.95
13.759,62.914
15.915,110.76
14.24,79.544
13.327,74.387
13.567,62.947
13.033,109.7
14.164,64.215
13.332,50.847
20.523,269.35
23.147,197.05
30.534,414.23
14.636,99.311
13.879,92.507
13.335,81.683
58.736,1811.2
27.338,529.36
13.253,58.459
13.49,71.03
13.511,61.899
13.617,67.71
18.195,171.83
19.333,140.93
13.162,96.111
14.172,84.128
13.175,79.345
13.077,85.389
13.085,63.642
13.097,78.617
13.29,67.99
13.164,88.099
14.356,112.41
13.948,75.178
23.411,321.09
13.673,62.912
13.387,101.76
13.739,106.44
14.326,70.832
13.044,68.27
54.927,1778.3
14.053,93.143
16.883,142.74
20.019,178.12
20.215,272.48
43.146,835.61
13.914,118.86
15.803,131.48
21.809,276.46
13.142,57.261
13.703,96.745
14.01,63.225
14.568,103.74
13.906,81.463
37.341,984.36
33.958,629.63
13.196,59.22
13.372,101.29
13.31,55.397
15.576,117.95
15.743,130.56
17.626,198.35
18.385,166.48
17.457,161.02
13.47,90.635
18.935,159.61
18.193,142.85
13.658,84.929
57.062,2596.3
13.019,95.701
13.941,103.19
16.015,146.81
13.496,87.954
13.539,108.33
13.56,84.697
13.541,56.829
13.098,76.228
13.105,101.04
13.063,77.697
