dbh,biomass
10.73448405,41.68331908
21.43419731,180.3567772
10.33082621,33.73192101
14.01053681,101.5207447
13.29971779,65.52091008
28.74327024,546.3685093
10.15646129,29.5651768
49.36164279,1407.85801
27.3556755,279.91642
10.24496004,43.89364522
10.12292305,55.73801271
12.39746877,71.9960442
12.08148069,49.85979304
10.24547018,51.65842851
22.66888147,368.0481679
20.26282433,263.5647229
14.63875874,108.0692479
10.54952056,46.96885722
29.05415587,351.0300567
17.55739484,119.8816467
11.43161106,53.0539187
67.34388048,3096.586533
14.55759547,137.3662234
10.58429771,45.21980159
12.26318659,86.54259191
10.35486244,59.87114107
10.25716122,49.3451382
19.72369931,149.3658302
10.1549721,44.2153208
10.06418123,49.29872937
11.69528952,67.93471014
14.78822772,78.51926376
10.51665282,51.41703651
10.81954004,54.21913952
46.22320292,1325.072774
10.73246711,47.8050995
10.6582236,57.96261286
10.44754142,49.5594806
16.13826019,125.8735292
10.11512988,32.19833691
17.89281828,145.7659342
18.11779012,223.7718778
10.04079543,46.30711456
10.52186069,52.0923696
10.31320111,49.27929862
10.90494574,53.40408506
10.4104154,56.85154625
10.26082427,53.56490076
11.33467524,65.02828383
10.36283579,42.21265232
10.34731527,57.52726626
10.25482511,58.78119363
13.33253305,62.48014905
13.57100251,108.5404574
10.24182712,56.44121543
10.00059554,46.98819177
30.16375742,522.7316971
10.48041616,53.18499719
10.44047632,54.55530216
11.7558041,64.49714931
12.44021316,62.47806871
11.02952536,59.11227643
14.73807926,92.44078884
20.4698383,219.5794669
11.31262381,49.81177866
14.97089889,90.11819694
29.90957095,404.7251413
10.2781245,40.94058615
10.72214436,44.17430511
10.125317,44.52059532
10.37862831,41.52536547
12.41049636,63.87152987
10.88775299,64.81640816
10.14974189,41.70945863
11.0604371,48.1407021
12.11970776,78.14242291
13.97155539,63.56569331
15.59374053,100.2327376
10.03433233,42.13790447
11.10852559,51.78504325
10.47192009,63.65038123
12.00219356,67.94333341
11.00950985,53.27632004
11.56472273,54.99824505
20.69024407,296.7909522
10.22589422,50.59738979
24.04004023,255.2794814
10.07093401,36.30915587
27.94719825,500.4438415
12.26201257,82.50964166
26.60009831,393.5478283
10.76797579,41.1817007
31.83355786,682.8999959
13.70208605,78.65937505
10.08867315,43.58234483
19.72053855,187.0762498
18.16686574,154.5224407
11.4228438,48.23170899
10.02479248,34.78357481
10.78969094,62.20696347
10.93933077,57.17723596
21.40079264,257.0960003
21.91602201,207.1656072
10.17397213,30.60888638
18.32279559,179.5852293
26.99554933,327.6690694
10.68577334,55.36143352
36.29379251,646.2718367
46.08497896,1213.340931
10.64869109,33.17325875
67.58819495,3618.195324
10.57383926,32.42614
17.5575727,165.0622229
10.14591895,37.60434784
17.62720891,162.9027316
10.56483675,48.17579841
10.01516457,58.89656606
31.94260086,330.831679
10.24506524,57.3541044
14.76664033,123.7726653
19.85117555,134.3373406
12.44733677,72.26366601
14.5055821,95.50374137
34.16778404,395.7677395
10.05497442,49.67389522
10.12926908,45.93895705
13.69808127,100.404904
10.60305044,47.36361825
18.47020416,174.3433985
10.54605723,43.79860778
23.36741053,281.3145235
11.33118308,54.60315081
10.09764853,47.65784296
21.57434074,258.4615107
10.42989884,52.70086988
10.41747452,53.62100506
10.83772389,55.35353012
10.03753579,45.96705711
10.27790241,63.02436213
11.07283966,56.84183633
11.88097527,74.01026127
17.93699346,160.1614775
32.25992537,511.4329345
10.10682818,30.4649319
12.4689503,81.55211391
10.50641093,54.55979481
10.41880875,33.83131636
12.80634798,83.59015265
11.2431391,66.03480314
12.94097639,97.53133032
10.32167455,28.37781338
10.09819196,39.92389
15.73780286,108.1820206
12.19919375,81.29002659
79.0348274,4140.738561
43.28691205,1334.31753
12.32511614,71.15083853
10.19898196,30.29923775
11.17150265,40.30843315
18.18218362,138.6975516
10.75701405,57.28960428
12.23963316,94.08559017
10.30108818,55.55963181
10.02702646,30.88267722
10.17431544,27.64200958
10.25049299,58.4833186
10.11707222,50.6219552
12.5771308,82.27674721
19.1439988,123.5468995
10.2502535,35.2343042
16.15238412,139.5221158
33.77674056,630.8168949
16.03755799,108.2863553
11.17657234,56.68042926
11.33734677,65.17405771
14.43969905,94.49562522
10.07326454,52.2926394
23.45602258,340.6611448
10.99038942,57.93085475
11.52932848,74.47506387
15.37637483,133.9479903
10.82848897,40.77503653
10.68539582,49.81149012
10.10598645,46.13896339
10.44514632,39.14349673
13.97126541,84.86290217
23.26555922,283.0679677
15.65575515,156.9810229
10.2804027,40.38359211
10.1259363,41.80462742
17.0083376,160.6288597
11.73928852,77.55480534
10.49299629,46.95369179
13.09554803,102.7065913
50.11109512,1188.918364
10.29368283,58.58898506
11.27808341,69.13758275
35.11987603,571.161544
14.19400684,110.6727354
11.0597044,56.5661612
11.4137614,67.72647944
18.19523802,117.9265272
10.09573903,37.98388157
28.25235854,390.6197505
10.38375158,40.48720604
10.03921876,41.21136537
55.34257517,1772.734821
13.59691803,60.96684221
23.31861441,177.4423162
10.53950318,41.20965987
10.40619923,65.65331996
49.36607985,1081.045457
10.33833159,29.40225143
26.04646868,212.9981868
10.05102606,45.39464889
13.61044975,95.65182788
17.66575298,131.3003432
10.3517621,60.37058162
15.47685775,111.2748399
14.32110618,100.1664825
10.26361519,40.23407632
10.03223975,34.34809177
10.15750082,36.80410875
10.54329874,53.86899802
10.52843378,32.96308785
12.64952954,78.30009297
10.44839739,44.51555559
17.33339336,170.2882199
10.39650257,58.88819174
10.24487665,32.04292123
39.35954009,1014.498381
10.83128249,46.7949137
10.47143883,49.37915774
10.05830925,40.96039463
38.07982052,685.5747188
10.15033959,56.42302237
10.031208,36.06593118
10.17354068,57.00666333
16.58945918,93.32131796
11.17862277,68.62374634
32.44756039,481.3783616
13.77203408,90.76974186
42.43121217,870.4538839
22.10510995,284.5125238
10.76201195,46.94494453
12.83228302,79.24812668
10.06577509,44.70840564
10.10068674,31.36349335
22.30675543,255.4672048
10.09470654,54.86566487
10.1459067,36.92187923
28.08451126,297.5283451
10.16655638,49.51734452
11.82356469,39.41508366
37.68736778,673.0498209
12.36938717,61.48833822
12.73531015,78.47089881
12.42537644,59.55557464
55.93832605,2255.371433
10.85071047,33.51405532
11.06451927,52.62053492
10.0773851,52.9337059
18.81835025,194.8614603
11.48171542,70.24803948
10.2372187,48.42790102
11.14634407,48.06745477
10.49034961,53.75228453
10.30047486,35.00751027
41.19867227,1280.36923
10.18927381,48.58651411
10.26427446,47.72767883
10.23932886,39.96262502
19.4010261,172.1122536
24.93091024,273.4533386
10.84327952,46.6248022
10.6170375,58.54219154
21.27765502,151.6676703
26.71491734,348.0513176
10.69114801,37.47702894
33.00479113,621.5475322
10.04179804,54.97925345
18.99024881,160.0306168
10.40928275,35.0904001
18.44912827,175.34083
10.59783287,44.04728106
12.45903977,89.8691393
74.99392741,3750.553413
10.63891293,64.05760905
12.4543431,59.02712085
10.34740254,37.26478884
16.97178769,161.6588973
27.58082538,458.9598781
10.51458732,59.50428297
10.1861965,44.82578155
10.23160049,53.53167501
12.53432344,88.33899077
11.7119191,53.42694825
16.55125156,113.3894138
13.30186196,73.68723895
10.97978357,55.20182067
92.74631382,3779.574055
10.21102254,46.87898476
10.40629298,60.03702875
12.88799688,99.90178224
11.54581075,40.62282903
27.81042629,388.5466962
10.59021053,59.80724794
44.1996316,1192.012063
11.14675975,55.7818662
10.51675223,36.30414461
11.86975195,83.19504065
14.49060271,98.80530191
10.16629169,50.74083767
11.37556895,37.08060476
31.95400707,634.6816386
13.44825988,89.63549507
13.05895667,99.86178842
11.68727182,65.91019699
10.91728498,30.82967089
12.78965021,94.03021974
10.44176693,36.78915657
12.06392224,69.96946936
44.39051846,1040.612942
32.89559525,513.0897398
10.23566107,49.68270809
10.15650709,38.66808076
11.01090417,35.138283
11.70033644,62.77788051
10.05946949,31.59517172
18.9120669,174.1620163
14.43607781,72.53182024
10.01503268,35.01469582
10.12436566,47.54242165
14.13194873,70.29386357
10.67700028,53.62284322
24.78360394,372.1330632
12.94766019,93.94325
40.72178737,1081.46889
48.07215858,1479.05066
10.99346098,61.91117099
10.446929,48.86963641
10.36409961,52.80166874
10.24754533,42.62957166
10.12837882,35.05090402
10.03773043,52.40307667
12.6224514,70.25296103
11.93439496,61.64536232
32.33485486,698.4433743
11.62859206,76.58801755
11.03316083,58.0740508
10.43955259,40.73340298
19.32744466,188.8048329
11.95517302,71.14962216
11.01733573,59.89106396
12.97910551,107.8337763
17.98790667,217.4812487
10.55386833,54.18071444
10.16247857,37.38058796
15.33689932,81.27923618
11.28180052,60.54189424
30.30132671,502.4025234
10.66242495,64.66735182
11.58620985,38.96185342
54.44285116,1830.997852
11.32876033,60.36442385
10.6177392,69.30812655
10.44990881,62.17132272
10.92284108,67.15440225
10.83430099,30.14045317
10.1295628,61.57126181
44.2690544,866.6868281
18.11163771,171.1242211
10.03038266,45.51027103
14.45929784,123.9389553
19.85997713,269.6209393
25.02750068,360.7345362
11.40239696,49.47729375
11.49847791,70.28978188
23.3928526,367.2058731
13.82473015,102.5283117
10.73902369,43.96498367
18.61783493,227.9483981
11.30812507,64.86725703
10.02983348,34.63116659
10.20490631,38.13484122
10.15461253,43.73282024
16.92405709,126.0331947
18.02634545,184.6506876
10.12774449,54.29809909
10.3176222,32.93424536
10.66783833,59.50508799
12.11958627,76.94211805
10.12851801,40.10158811
10.4110617,30.38205565
10.03461237,39.71678375
22.48352631,198.9912608
15.0383605,122.7678671
10.24280823,37.31358956
10.07024854,36.04438471
10.11688493,39.77738897
10.13083428,48.06111783
10.3160883,48.57230674
10.06482714,49.08618116
10.38448528,32.44441835
15.91394327,86.21586211
16.34213485,138.679354
10.64166259,57.73120703
18.04658703,128.4963739
10.3300667,39.08098723
10.16387023,58.23806132
11.86444044,70.41661918
17.20996724,180.6541294
10.96922239,71.72760209
16.96767268,105.8567711
26.45249523,336.4690542
10.60281036,43.88429615
10.99002101,34.95344319
10.09313348,52.72331943
51.38992858,1118.163474
10.75701586,50.84604242
10.04313002,43.65219702
22.48328866,303.6982262
11.50954306,73.07278517
10.71119809,55.95901421
10.50497393,38.28189981
11.55783535,61.27631372
11.73820141,86.70540707
13.40480079,60.71292419
29.38658413,451.9819646
11.76983878,85.52942931
19.629613,269.4573601
10.05121999,44.5340683
14.42543213,110.9531707
10.46047725,56.09867713
14.70262582,103.1088861
11.49263471,57.82252428
10.61042378,56.68096973
11.87630478,53.79445555
10.2855767,37.66175745
11.65529164,60.34512009
10.24362545,50.07358171
30.59096516,493.0302918
10.05764658,38.37551095
11.45275893,61.75202126
11.00011146,44.16026389
11.55623029,68.81951779
10.61961359,60.6994288
10.09410704,41.88136541
18.62593159,222.6760785
11.35705297,47.27478299
42.68805152,726.1125094
17.66577174,170.887641
11.11504414,61.74934601
11.13559538,42.96223105
17.38924911,162.1604862
14.44127263,61.56768439
32.35007335,572.388626
10.71371146,50.7343364
31.24063097,712.4753967
32.99240979,668.5710718
11.30456239,52.70055723
37.70450764,850.8247509
45.19469365,893.5750421
10.69808463,65.86097706
10.31739916,43.4523462
10.48344822,40.76238886
25.5084625,356.739383
13.82026896,55.16289332
11.44291925,39.96259386
12.66318739,62.11712996
11.91392421,60.53448459
11.91243963,53.44478763
12.61851055,87.76416738
10.56719906,63.56283502
12.26283909,94.91728322
26.29976454,283.9568406
11.61436258,55.55385103
21.07658037,176.4951457
13.21073529,99.85071046
25.34753828,224.1869589
12.08868053,80.54400221
10.2363932,58.13643347
19.69306929,216.9100877
11.1816569,48.02109609
10.04753731,56.75234964
10.40485767,47.48963661
23.43096633,284.8487514
14.70676199,123.06718
13.46581287,69.2167753
16.7592464,152.5605523
11.10978046,44.31433704
54.84333086,1473.462147
10.76479448,31.86192175
30.35496845,637.3738138
10.74309872,37.92675962
15.41782623,108.426077
34.86929288,799.3594518
53.33871192,2221.159923
10.16253493,41.37589192
10.25128766,62.84201714
10.59931642,63.57581672
14.20460263,87.20405476
19.60553924,149.9911711
10.34780455,39.30448172
12.07107193,73.65847474
10.02081293,45.41279217
16.29115903,81.06384516
50.78128654,1175.078176
14.88164939,79.21732419
10.58410604,30.90330569
10.26391134,28.57004231
15.43839502,129.2570085
51.70913185,1559.27609
10.7541013,51.72774338
11.08114531,55.73685041
10.7032379,48.09095873
10.38265445,46.30551237
10.83500032,50.99868142
14.7525376,106.7175672
13.5421014,60.72216704
10.71662233,62.4045714
10.02216719,49.95144327
14.82173771,64.62057804
10.76974074,66.53059164
20.08514864,219.4997076
69.33179108,3598.271669
10.34347617,36.75188566
18.68776613,146.2397924
10.64951207,46.5683193
12.42864446,95.25318923
16.26489631,176.2205125
10.46285129,46.95809194
11.10312036,58.18550228
10.81131595,60.89049778
11.1662026,58.57676633
12.78483104,82.43579849
38.52709166,1137.331486
10.70746532,31.88149789
10.63798505,56.4639283
11.27179924,46.26974408
10.46863698,47.47557998
10.18957977,40.33422594
10.77014465,36.96692033
49.18368564,1777.465817
15.28554609,89.44335237
10.07311794,48.57954731
11.56935216,62.29340911
13.29481792,56.01142373
19.00774904,180.8433821
10.68846175,40.06603466
10.39820134,62.25807575
14.29387216,111.467102
25.0360534,277.6798071
11.52373878,45.02332804
11.3235084,50.47755305
24.93210147,268.6918845
10.19203198,43.12850525
10.34084398,42.49607745
10.07581486,45.9480822
10.01333905,42.92476883
12.62722963,85.47471846
14.38001721,103.4409552
22.38161426,213.9311928
10.14820071,31.50924608
10.46180883,48.94954681
81.38525798,3188.735316
10.81888682,51.59186666
10.00783324,42.46020899
10.67452628,46.07578535
15.13399903,105.7839033
19.94482714,158.5514202
10.57027837,58.19846986
11.49550515,71.33089599
49.00503941,1707.871776
11.4821307,68.88601827
10.47772691,43.4736192
10.45415178,43.05233
23.19230982,273.9328516
11.4880698,50.97401756
14.48291862,115.9105578
12.1981312,43.58519069
13.19688482,67.57624115
10.10381161,42.83759036
10.25056917,59.50417956
10.20173604,36.74215607
10.70062923,38.20110019
10.75455294,64.3167536
10.09008672,41.57243978
10.35863026,31.05257893
11.66335347,63.90747472
10.22138513,58.13637864
19.25116716,178.7537809
10.47774522,47.57495555
25.39696921,278.8794482
13.4715269,88.22195172
71.35234972,4105.279104
10.00966975,38.20970123
12.6081445,93.6930774
23.25704892,293.2513818
16.57509699,118.441461
11.33105546,61.27226716
24.19303883,298.6210557
10.83916551,35.51918052
10.44935586,50.50876685
10.32465171,45.5119994
10.50016255,39.97595394
11.47006781,61.20639733
11.86440912,59.47619082
12.05251848,77.98564526
40.2650918,1060.307795
18.68234449,135.062486
17.24956943,103.8615921
67.51746664,2275.41432
11.12805033,37.71039233
10.66591906,50.89690739
12.06333762,71.13208652
10.38892597,54.89410816
43.89694855,1349.438243
10.75941338,42.50296829
65.4354025,2398.767792
19.57128516,201.0637461
10.02042073,40.02131036
11.90154601,69.49071149
30.71065304,566.8414573
11.13727816,46.18526762
13.72257372,68.1844853
10.57809937,41.8356226
10.47172094,62.34904531
10.21015766,53.33450262
10.39339548,49.8869015
10.14123699,27.08627733
41.94086481,744.2250083
10.67720145,54.36263268
10.46293552,52.3135495
10.06827305,46.66875927
13.52581308,80.60639943
10.03972181,29.42685663
35.15660236,538.4687081
10.36146243,45.81937737
10.13389621,57.00771254
10.30593059,47.66664815
12.91750339,64.41908721
10.46382291,56.69976483
51.848381,2019.037174
13.48501427,71.98428694
26.13497397,294.1115561
12.59522928,76.50316302
22.15899096,172.948543
10.23492095,39.0170561
10.00224346,38.32872021
57.99347512,2915.718275
57.56781906,1583.211679
14.06834404,72.9381225
36.71485889,935.7256302
10.45012455,51.02255968
11.74237403,69.4148436
11.7893939,38.34472959
10.02851418,36.89571838
11.33645328,70.92250715
22.38804973,170.3872297
11.95217044,55.75771442
39.7755644,1060.107176
12.23155835,78.07132997
10.09261277,35.85095595
17.69921619,181.5937454
17.23887137,104.5582303
22.10397413,268.116366
21.34521444,300.4570485
10.17848696,54.62354242
12.31535672,73.08699642
10.13179339,34.67049344
10.68700451,35.73089923
10.53966359,44.57788478
10.91452548,60.90574853
10.06171124,37.52485251
10.03830417,46.06252889
22.39491005,343.8074483
11.5234582,75.21854845
14.32813971,112.8211149
10.08731631,35.8899565
10.95749064,58.59063321
12.69416552,66.28331801
10.23005615,26.95252038
10.7177551,53.37431951
10.85802468,62.63363808
10.83603008,30.25292527
13.26747529,99.61282249
14.84486433,96.55300508
25.3853153,319.8371902
11.7967262,55.3534208
12.99843034,89.79559119
12.000629,52.2040731
13.10310147,57.86946756
18.1847233,107.7848742
19.9889474,192.6805399
10.02629037,41.15587847
10.11616239,40.82631717
10.15436826,56.2504053
10.21838664,53.8877715
11.12613925,73.06847127
15.79310473,117.7573533
11.03576139,71.03912468
10.5218462,43.67243843
23.0175501,296.8928695
10.00351857,34.22005268
10.03731062,44.86230482
10.94845549,69.00209203
10.08522608,45.89354513
10.58843513,45.0743383
12.30235747,74.0089119
11.80305305,78.10181074
11.67584576,43.68682938
10.25713906,60.91481203
10.028741,50.72051186
15.19442564,137.6295676
77.87648266,4740.232542
43.73860997,1083.31448
10.44849867,37.83579715
11.79663204,56.35908831
11.23495026,49.63267571
16.67991292,157.5061188
20.06983132,217.2601745
12.90763729,92.93498865
10.89012995,55.23751248
13.77348397,94.8732967
11.0805171,45.03354044
10.31616303,42.48261637
11.83425714,43.83270045
15.44722549,125.7919922
13.62047376,87.24567057
10.77303454,58.38201502
10.05692499,35.77626387
10.03145677,50.37289751
10.34409903,49.42242518
16.28829903,125.5324598
10.08446985,43.11855322
10.63358592,40.98077728
10.14846904,58.49605888
10.22927378,42.46578283
14.46342006,88.42983723
12.87891638,51.89389574
10.24353158,46.18761938
10.0633144,55.01162705
11.89382094,59.47351636
11.68039483,74.14680545
10.10970015,54.10851428
10.7037987,52.93580533
21.38029836,149.3637793
24.36870386,271.0111268
10.97929838,61.10271551
10.33496443,56.97744363
10.10960517,54.08387264
39.81896581,936.0435403
10.09539801,32.51825267
12.03965474,88.07557454
23.93933037,304.8708099
10.83683617,62.38102893
12.65509785,67.25732973
10.76181447,58.62958446
15.04523979,93.1946733
11.77008949,64.21349313
10.21633015,31.09514245
10.17175902,53.75595326
10.04173412,32.45276825
48.69278704,1838.67123
17.76381297,193.1570178
13.4485771,85.14783518
30.64382735,527.945847
13.73662178,119.2835714
10.02229918,45.67803044
18.80606682,230.1455374
22.46410216,313.898791
10.12541367,35.57980384
14.3840952,90.99860415
25.63222446,308.2560155
13.85917099,90.87430822
10.0115979,30.33264391
10.24793942,33.63557836
40.20249964,947.0574244
13.5981481,75.75305354
10.38971807,44.05489173
11.34927902,58.32549306
12.71265374,74.71376029
12.39974897,54.64461442
10.77600527,45.9132548
23.17156623,335.9339148
10.10289522,48.17790157
10.23600512,36.71962875
14.43112622,107.3940635
10.5386264,56.42891204
10.59015043,46.86387193
10.84891992,49.37372504
10.34199799,46.82324732
11.90172456,58.15078741
90.36080055,6376.202029
10.6764359,36.53008431
10.08004349,39.08642133
10.13173086,28.31467101
12.45082806,52.14144557
11.15286554,58.23874374
10.81758582,49.48535116
12.09809171,73.48891851
10.18429116,27.5878167
10.29457779,54.45155135
10.68299254,47.87554081
11.06948983,48.17016142
10.97305798,50.5967656
13.70536233,65.07582695
22.26770647,336.9914605
16.66159759,163.6987935
11.45084235,48.28653967
21.35870817,302.2394613
13.84281429,71.10253053
11.52682408,48.81621171
10.25014095,62.26019412
11.491978,60.46713611
25.71323242,414.7027918
10.35351276,48.96147918
10.04243674,27.77525995
31.47502209,396.0592826
10.59955664,59.98457017
10.14581348,49.36025101
26.45769435,264.4416076
39.21597843,583.2010184
10.04062994,54.6656625
20.89166682,211.5622644
17.98155602,164.2853821
38.51134947,919.5296707
10.02000684,54.5779112
13.59273354,94.95555893
10.04216043,41.54685181
10.19547206,31.42225854
14.64875423,89.54278969
26.27689628,346.6933334
11.65343953,53.03958204
12.14069702,57.00390917
10.01210114,28.13671023
14.87553017,111.295552
12.30382685,76.68337897
10.0381867,27.38200222
21.38289211,307.4217898
10.30722684,32.70770246
16.17616333,151.4939041
10.32351169,31.31167387
13.38874,89.36711975
10.39900932,29.59124357
13.61876101,85.14999794
11.85748586,50.82966108
10.33440081,60.71660385
12.49424993,80.49497157
24.58618355,356.7652394
25.98173987,383.5636401
13.18222754,66.77492479
10.15377326,45.59774577
11.9104646,76.82145006
33.5208106,425.4664396
10.37109133,37.95450217
10.45171913,37.48571943
13.42775815,102.5861152
10.29777953,43.49186057
10.95216147,36.9027827
11.872941,58.19498953
10.11952163,37.62826499
10.32585226,38.70738526
13.24290703,78.46619342
11.15986243,62.83569655
10.20569422,52.50509545
10.31896004,33.69209742
10.4463897,32.90608448
29.92496605,495.3407578
12.16051442,58.40528355
12.45038299,78.9659129
11.9580575,70.72410619
17.78590152,146.326666
21.8377704,265.0247688
33.15043681,481.0361544
19.32705554,202.5909798
10.02712823,27.26882203
10.83041024,60.91131074
10.77368434,67.9974521
15.1995137,145.3332865
14.9570921,87.41270016
10.18039608,50.11476325
14.26834262,113.6441333
10.87173291,43.22319212
10.27319237,59.47816099
11.35340628,77.16663587
10.24070417,60.47933476
11.5566443,76.75562774
13.32793537,74.96542685
15.54069684,154.1696193
13.37635151,52.25804656
11.20460081,51.62541766
16.10709944,86.32671573
17.36309359,98.23761567
15.72122602,98.93240583
11.07211056,58.21853351
20.91200547,242.0363581
11.1009376,33.11380631
10.79969137,42.13770204
14.0425994,127.6019443
11.46558213,45.93999387
12.23057256,83.37745786
17.0981785,128.1222118
10.13114133,27.90963513
10.51150409,64.51418489
11.36378966,58.62446156
10.12550429,43.21057721
11.09044931,45.49929686
12.56113211,99.73845403
10.68338287,41.93212153
18.96295019,145.0764719
11.21494883,50.02946509
11.00424712,68.54596691
34.97617007,690.6917788
14.21894337,123.6307986
10.34778899,41.02290564
12.69636345,47.98602358
14.37849679,94.34467639
10.94131959,55.47666136
10.3534897,38.32279146
11.26129359,55.16597504
22.2929725,347.9919416
11.98706385,86.89131015
20.7321384,277.3431409
10.67236483,44.07993669
12.43102594,48.86491637
11.11032248,49.04366639
10.84897694,54.53061897
10.15249732,27.03177704
14.63726602,95.87330431
10.32006146,34.75085163
12.58108648,86.66580988
10.49373405,32.56607037
10.45602001,38.83909839
10.66515468,59.48969946
40.14149032,921.4707594
10.66281267,45.28838069
10.39833013,33.92111025
11.5456434,64.95623047
11.14246357,33.6071089
10.15686759,31.96469243
10.9397959,33.926982
30.9505433,562.0933484
10.74170598,44.33012526
10.66036078,54.00873619
10.65085157,51.3800633
11.10520239,51.16170768
10.22814594,47.79605182
25.31733739,345.8225614
12.74617548,46.63131257
11.62917967,51.52699573
11.42031987,59.92706643
29.87176654,344.1738461
10.23236518,59.28557066
27.26732532,311.1755927
10.53840347,38.80984287
13.79172034,90.69887947
10.28182882,54.51750363
11.94834855,51.55078315
10.50844001,63.59898068
10.57698783,41.72317251
10.16250288,36.58538954
15.96534706,119.4634489
10.86424835,68.49827695
10.65592124,53.50764169
11.63182422,49.81337535
10.22846764,62.67907399
10.64329721,43.78376442
11.8088452,64.27107683
10.39900144,41.82388618
10.46435392,47.52564573
12.73190405,45.37575926
10.27655125,56.85502107
10.74864533,38.88529677
10.04815387,52.10810525
14.81543238,72.51530544
10.41701901,41.40775896
17.10994925,121.4523876
11.21086163,71.20758878
15.77700984,123.3550995
11.66973701,54.62681487
13.00766218,94.30149023
40.05557743,725.8770421
10.22306566,28.43890111
69.95011586,3816.911084
44.06831501,827.0149511
17.31774815,155.9508426
15.60541066,125.8164596
10.56169209,43.23756849
10.2757798,47.65638885
10.71693697,30.35016273
10.80104698,47.50866004
10.71201634,45.99444298
10.1881493,33.92671888
11.10757873,41.00397365
14.81122567,121.3814912
10.72988841,40.25571744
10.04881711,45.93951144
16.69923296,149.0705726
18.66909817,136.0157654
10.21570143,33.34219916
